,task,num_observation,algorithm,num_contrastive_parameters,gamma,num_blocks
1902,two_moons,10,CNRE,150,1.0,2
1903,two_moons,10,CNRE,150,1.0,3
1904,two_moons,10,CNRE,150,10.0,2
1905,two_moons,10,CNRE,150,10.0,3
1906,two_moons,10,CNRE,150,100.0,2
1907,two_moons,10,CNRE,150,100.0,3
1908,two_moons,10,CNRE,200,0.001,2
1909,two_moons,10,CNRE,200,0.001,3
1910,two_moons,10,CNRE,200,0.01,2
1911,two_moons,10,CNRE,200,0.01,3
1912,two_moons,10,CNRE,200,0.1,2
1913,two_moons,10,CNRE,200,0.1,3
1914,two_moons,10,CNRE,200,1.0,2
1915,two_moons,10,CNRE,200,1.0,3
1916,two_moons,10,CNRE,200,10.0,2
1917,two_moons,10,CNRE,200,10.0,3
1918,two_moons,10,CNRE,200,100.0,2
1919,two_moons,10,CNRE,200,100.0,3
1920,gaussian_mixture,1,CNRE,2,0.001,2
1921,gaussian_mixture,1,CNRE,2,0.001,3
1922,gaussian_mixture,1,CNRE,2,0.01,2
1923,gaussian_mixture,1,CNRE,2,0.01,3
1924,gaussian_mixture,1,CNRE,2,0.1,2
1925,gaussian_mixture,1,CNRE,2,0.1,3
1926,gaussian_mixture,1,CNRE,2,1.0,2
1927,gaussian_mixture,1,CNRE,2,1.0,3
1928,gaussian_mixture,1,CNRE,2,10.0,2
1929,gaussian_mixture,1,CNRE,2,10.0,3
1930,gaussian_mixture,1,CNRE,2,100.0,2
1931,gaussian_mixture,1,CNRE,2,100.0,3
1932,gaussian_mixture,1,CNRE,10,0.001,2
1933,gaussian_mixture,1,CNRE,10,0.001,3
1934,gaussian_mixture,1,CNRE,10,0.01,2
1935,gaussian_mixture,1,CNRE,10,0.01,3
1936,gaussian_mixture,1,CNRE,10,0.1,2
1937,gaussian_mixture,1,CNRE,10,0.1,3
1938,gaussian_mixture,1,CNRE,10,1.0,2
1939,gaussian_mixture,1,CNRE,10,1.0,3
1940,gaussian_mixture,1,CNRE,10,10.0,2
1941,gaussian_mixture,1,CNRE,10,10.0,3
1942,gaussian_mixture,1,CNRE,10,100.0,2
1943,gaussian_mixture,1,CNRE,10,100.0,3
1944,gaussian_mixture,1,CNRE,25,0.001,2
1945,gaussian_mixture,1,CNRE,25,0.001,3
1946,gaussian_mixture,1,CNRE,25,0.01,2
1947,gaussian_mixture,1,CNRE,25,0.01,3
1948,gaussian_mixture,1,CNRE,25,0.1,2
1949,gaussian_mixture,1,CNRE,25,0.1,3
1950,gaussian_mixture,1,CNRE,25,1.0,2
1951,gaussian_mixture,1,CNRE,25,1.0,3
1952,gaussian_mixture,1,CNRE,25,10.0,2
1953,gaussian_mixture,1,CNRE,25,10.0,3
1954,gaussian_mixture,1,CNRE,25,100.0,2
1955,gaussian_mixture,1,CNRE,25,100.0,3
1956,gaussian_mixture,1,CNRE,50,0.001,2
1957,gaussian_mixture,1,CNRE,50,0.001,3
1958,gaussian_mixture,1,CNRE,50,0.01,2
1959,gaussian_mixture,1,CNRE,50,0.01,3
1960,gaussian_mixture,1,CNRE,50,0.1,2
1961,gaussian_mixture,1,CNRE,50,0.1,3
1962,gaussian_mixture,1,CNRE,50,1.0,2
1963,gaussian_mixture,1,CNRE,50,1.0,3
1964,gaussian_mixture,1,CNRE,50,10.0,2
1965,gaussian_mixture,1,CNRE,50,10.0,3
1966,gaussian_mixture,1,CNRE,50,100.0,2
1967,gaussian_mixture,1,CNRE,50,100.0,3
1968,gaussian_mixture,1,CNRE,75,0.001,2
1969,gaussian_mixture,1,CNRE,75,0.001,3
1970,gaussian_mixture,1,CNRE,75,0.01,2
1971,gaussian_mixture,1,CNRE,75,0.01,3
1972,gaussian_mixture,1,CNRE,75,0.1,2
1973,gaussian_mixture,1,CNRE,75,0.1,3
1974,gaussian_mixture,1,CNRE,75,1.0,2
1975,gaussian_mixture,1,CNRE,75,1.0,3
1976,gaussian_mixture,1,CNRE,75,10.0,2
1977,gaussian_mixture,1,CNRE,75,10.0,3
1978,gaussian_mixture,1,CNRE,75,100.0,2
1979,gaussian_mixture,1,CNRE,75,100.0,3
1980,gaussian_mixture,1,CNRE,100,0.001,2
1981,gaussian_mixture,1,CNRE,100,0.001,3
1982,gaussian_mixture,1,CNRE,100,0.01,2
1983,gaussian_mixture,1,CNRE,100,0.01,3
1984,gaussian_mixture,1,CNRE,100,0.1,2
1985,gaussian_mixture,1,CNRE,100,0.1,3
1986,gaussian_mixture,1,CNRE,100,1.0,2
1987,gaussian_mixture,1,CNRE,100,1.0,3
1988,gaussian_mixture,1,CNRE,100,10.0,2
1989,gaussian_mixture,1,CNRE,100,10.0,3
1990,gaussian_mixture,1,CNRE,100,100.0,2
1991,gaussian_mixture,1,CNRE,100,100.0,3
1992,gaussian_mixture,1,CNRE,150,0.001,2
1993,gaussian_mixture,1,CNRE,150,0.001,3
1994,gaussian_mixture,1,CNRE,150,0.01,2
1995,gaussian_mixture,1,CNRE,150,0.01,3
1996,gaussian_mixture,1,CNRE,150,0.1,2
1997,gaussian_mixture,1,CNRE,150,0.1,3
1998,gaussian_mixture,1,CNRE,150,1.0,2
1999,gaussian_mixture,1,CNRE,150,1.0,3
2000,gaussian_mixture,1,CNRE,150,10.0,2
2001,gaussian_mixture,1,CNRE,150,10.0,3
2002,gaussian_mixture,1,CNRE,150,100.0,2
2003,gaussian_mixture,1,CNRE,150,100.0,3
2004,gaussian_mixture,1,CNRE,200,0.001,2
2005,gaussian_mixture,1,CNRE,200,0.001,3
2006,gaussian_mixture,1,CNRE,200,0.01,2
2007,gaussian_mixture,1,CNRE,200,0.01,3
2008,gaussian_mixture,1,CNRE,200,0.1,2
2009,gaussian_mixture,1,CNRE,200,0.1,3
2010,gaussian_mixture,1,CNRE,200,1.0,2
2011,gaussian_mixture,1,CNRE,200,1.0,3
2012,gaussian_mixture,1,CNRE,200,10.0,2
2013,gaussian_mixture,1,CNRE,200,10.0,3
2014,gaussian_mixture,1,CNRE,200,100.0,2
2015,gaussian_mixture,1,CNRE,200,100.0,3
2016,gaussian_mixture,2,CNRE,2,0.001,2
2017,gaussian_mixture,2,CNRE,2,0.001,3
2018,gaussian_mixture,2,CNRE,2,0.01,2
2019,gaussian_mixture,2,CNRE,2,0.01,3
2020,gaussian_mixture,2,CNRE,2,0.1,2
2021,gaussian_mixture,2,CNRE,2,0.1,3
2022,gaussian_mixture,2,CNRE,2,1.0,2
2023,gaussian_mixture,2,CNRE,2,1.0,3
2024,gaussian_mixture,2,CNRE,2,10.0,2
2025,gaussian_mixture,2,CNRE,2,10.0,3
2026,gaussian_mixture,2,CNRE,2,100.0,2
2027,gaussian_mixture,2,CNRE,2,100.0,3
2028,gaussian_mixture,2,CNRE,10,0.001,2
2029,gaussian_mixture,2,CNRE,10,0.001,3
2030,gaussian_mixture,2,CNRE,10,0.01,2
2031,gaussian_mixture,2,CNRE,10,0.01,3
2032,gaussian_mixture,2,CNRE,10,0.1,2
2033,gaussian_mixture,2,CNRE,10,0.1,3
2034,gaussian_mixture,2,CNRE,10,1.0,2
2035,gaussian_mixture,2,CNRE,10,1.0,3
2036,gaussian_mixture,2,CNRE,10,10.0,2
2037,gaussian_mixture,2,CNRE,10,10.0,3
2038,gaussian_mixture,2,CNRE,10,100.0,2
2039,gaussian_mixture,2,CNRE,10,100.0,3
2040,gaussian_mixture,2,CNRE,25,0.001,2
2041,gaussian_mixture,2,CNRE,25,0.001,3
2042,gaussian_mixture,2,CNRE,25,0.01,2
2043,gaussian_mixture,2,CNRE,25,0.01,3
2044,gaussian_mixture,2,CNRE,25,0.1,2
2045,gaussian_mixture,2,CNRE,25,0.1,3
2046,gaussian_mixture,2,CNRE,25,1.0,2
2047,gaussian_mixture,2,CNRE,25,1.0,3
2048,gaussian_mixture,2,CNRE,25,10.0,2
2049,gaussian_mixture,2,CNRE,25,10.0,3
2050,gaussian_mixture,2,CNRE,25,100.0,2
2051,gaussian_mixture,2,CNRE,25,100.0,3
2052,gaussian_mixture,2,CNRE,50,0.001,2
2053,gaussian_mixture,2,CNRE,50,0.001,3
2054,gaussian_mixture,2,CNRE,50,0.01,2
2055,gaussian_mixture,2,CNRE,50,0.01,3
2056,gaussian_mixture,2,CNRE,50,0.1,2
2057,gaussian_mixture,2,CNRE,50,0.1,3
2058,gaussian_mixture,2,CNRE,50,1.0,2
2059,gaussian_mixture,2,CNRE,50,1.0,3
2060,gaussian_mixture,2,CNRE,50,10.0,2
2061,gaussian_mixture,2,CNRE,50,10.0,3
2062,gaussian_mixture,2,CNRE,50,100.0,2
2063,gaussian_mixture,2,CNRE,50,100.0,3
2064,gaussian_mixture,2,CNRE,75,0.001,2
2065,gaussian_mixture,2,CNRE,75,0.001,3
2066,gaussian_mixture,2,CNRE,75,0.01,2
2067,gaussian_mixture,2,CNRE,75,0.01,3
2068,gaussian_mixture,2,CNRE,75,0.1,2
2069,gaussian_mixture,2,CNRE,75,0.1,3
2070,gaussian_mixture,2,CNRE,75,1.0,2
2071,gaussian_mixture,2,CNRE,75,1.0,3
2072,gaussian_mixture,2,CNRE,75,10.0,2
2073,gaussian_mixture,2,CNRE,75,10.0,3
2074,gaussian_mixture,2,CNRE,75,100.0,2
2075,gaussian_mixture,2,CNRE,75,100.0,3
2076,gaussian_mixture,2,CNRE,100,0.001,2
2077,gaussian_mixture,2,CNRE,100,0.001,3
2078,gaussian_mixture,2,CNRE,100,0.01,2
2079,gaussian_mixture,2,CNRE,100,0.01,3
2080,gaussian_mixture,2,CNRE,100,0.1,2
2081,gaussian_mixture,2,CNRE,100,0.1,3
2082,gaussian_mixture,2,CNRE,100,1.0,2
2083,gaussian_mixture,2,CNRE,100,1.0,3
2084,gaussian_mixture,2,CNRE,100,10.0,2
2085,gaussian_mixture,2,CNRE,100,10.0,3
2086,gaussian_mixture,2,CNRE,100,100.0,2
2087,gaussian_mixture,2,CNRE,100,100.0,3
2088,gaussian_mixture,2,CNRE,150,0.001,2
2089,gaussian_mixture,2,CNRE,150,0.001,3
2090,gaussian_mixture,2,CNRE,150,0.01,2
2091,gaussian_mixture,2,CNRE,150,0.01,3
2092,gaussian_mixture,2,CNRE,150,0.1,2
2093,gaussian_mixture,2,CNRE,150,0.1,3
2094,gaussian_mixture,2,CNRE,150,1.0,2
2095,gaussian_mixture,2,CNRE,150,1.0,3
2096,gaussian_mixture,2,CNRE,150,10.0,2
2097,gaussian_mixture,2,CNRE,150,10.0,3
2098,gaussian_mixture,2,CNRE,150,100.0,2
2099,gaussian_mixture,2,CNRE,150,100.0,3
2100,gaussian_mixture,2,CNRE,200,0.001,2
2101,gaussian_mixture,2,CNRE,200,0.001,3
2102,gaussian_mixture,2,CNRE,200,0.01,2
2103,gaussian_mixture,2,CNRE,200,0.01,3
2104,gaussian_mixture,2,CNRE,200,0.1,2
2105,gaussian_mixture,2,CNRE,200,0.1,3
2106,gaussian_mixture,2,CNRE,200,1.0,2
2107,gaussian_mixture,2,CNRE,200,1.0,3
2108,gaussian_mixture,2,CNRE,200,10.0,2
2109,gaussian_mixture,2,CNRE,200,10.0,3
2110,gaussian_mixture,2,CNRE,200,100.0,2
2111,gaussian_mixture,2,CNRE,200,100.0,3
2112,gaussian_mixture,3,CNRE,2,0.001,2
2113,gaussian_mixture,3,CNRE,2,0.001,3
2114,gaussian_mixture,3,CNRE,2,0.01,2
2115,gaussian_mixture,3,CNRE,2,0.01,3
2116,gaussian_mixture,3,CNRE,2,0.1,2
2117,gaussian_mixture,3,CNRE,2,0.1,3
2118,gaussian_mixture,3,CNRE,2,1.0,2
2119,gaussian_mixture,3,CNRE,2,1.0,3
2120,gaussian_mixture,3,CNRE,2,10.0,2
2121,gaussian_mixture,3,CNRE,2,10.0,3
2122,gaussian_mixture,3,CNRE,2,100.0,2
2123,gaussian_mixture,3,CNRE,2,100.0,3
2124,gaussian_mixture,3,CNRE,10,0.001,2
2125,gaussian_mixture,3,CNRE,10,0.001,3
2126,gaussian_mixture,3,CNRE,10,0.01,2
2127,gaussian_mixture,3,CNRE,10,0.01,3
2128,gaussian_mixture,3,CNRE,10,0.1,2
2129,gaussian_mixture,3,CNRE,10,0.1,3
2130,gaussian_mixture,3,CNRE,10,1.0,2
2131,gaussian_mixture,3,CNRE,10,1.0,3
2132,gaussian_mixture,3,CNRE,10,10.0,2
2133,gaussian_mixture,3,CNRE,10,10.0,3
2134,gaussian_mixture,3,CNRE,10,100.0,2
2135,gaussian_mixture,3,CNRE,10,100.0,3
2136,gaussian_mixture,3,CNRE,25,0.001,2
2137,gaussian_mixture,3,CNRE,25,0.001,3
2138,gaussian_mixture,3,CNRE,25,0.01,2
2139,gaussian_mixture,3,CNRE,25,0.01,3
2140,gaussian_mixture,3,CNRE,25,0.1,2
2141,gaussian_mixture,3,CNRE,25,0.1,3
2142,gaussian_mixture,3,CNRE,25,1.0,2
2143,gaussian_mixture,3,CNRE,25,1.0,3
2144,gaussian_mixture,3,CNRE,25,10.0,2
2145,gaussian_mixture,3,CNRE,25,10.0,3
2146,gaussian_mixture,3,CNRE,25,100.0,2
2147,gaussian_mixture,3,CNRE,25,100.0,3
2148,gaussian_mixture,3,CNRE,50,0.001,2
2149,gaussian_mixture,3,CNRE,50,0.001,3
2150,gaussian_mixture,3,CNRE,50,0.01,2
2151,gaussian_mixture,3,CNRE,50,0.01,3
2152,gaussian_mixture,3,CNRE,50,0.1,2
2153,gaussian_mixture,3,CNRE,50,0.1,3
2154,gaussian_mixture,3,CNRE,50,1.0,2
2155,gaussian_mixture,3,CNRE,50,1.0,3
2156,gaussian_mixture,3,CNRE,50,10.0,2
2157,gaussian_mixture,3,CNRE,50,10.0,3
2158,gaussian_mixture,3,CNRE,50,100.0,2
2159,gaussian_mixture,3,CNRE,50,100.0,3
2160,gaussian_mixture,3,CNRE,75,0.001,2
2161,gaussian_mixture,3,CNRE,75,0.001,3
2162,gaussian_mixture,3,CNRE,75,0.01,2
2163,gaussian_mixture,3,CNRE,75,0.01,3
2164,gaussian_mixture,3,CNRE,75,0.1,2
2165,gaussian_mixture,3,CNRE,75,0.1,3
2166,gaussian_mixture,3,CNRE,75,1.0,2
2167,gaussian_mixture,3,CNRE,75,1.0,3
2168,gaussian_mixture,3,CNRE,75,10.0,2
2169,gaussian_mixture,3,CNRE,75,10.0,3
2170,gaussian_mixture,3,CNRE,75,100.0,2
2171,gaussian_mixture,3,CNRE,75,100.0,3
2172,gaussian_mixture,3,CNRE,100,0.001,2
2173,gaussian_mixture,3,CNRE,100,0.001,3
2174,gaussian_mixture,3,CNRE,100,0.01,2
2175,gaussian_mixture,3,CNRE,100,0.01,3
2176,gaussian_mixture,3,CNRE,100,0.1,2
2177,gaussian_mixture,3,CNRE,100,0.1,3
2178,gaussian_mixture,3,CNRE,100,1.0,2
2179,gaussian_mixture,3,CNRE,100,1.0,3
2180,gaussian_mixture,3,CNRE,100,10.0,2
2181,gaussian_mixture,3,CNRE,100,10.0,3
2182,gaussian_mixture,3,CNRE,100,100.0,2
2183,gaussian_mixture,3,CNRE,100,100.0,3
2184,gaussian_mixture,3,CNRE,150,0.001,2
2185,gaussian_mixture,3,CNRE,150,0.001,3
2186,gaussian_mixture,3,CNRE,150,0.01,2
2187,gaussian_mixture,3,CNRE,150,0.01,3
2188,gaussian_mixture,3,CNRE,150,0.1,2
2189,gaussian_mixture,3,CNRE,150,0.1,3
2190,gaussian_mixture,3,CNRE,150,1.0,2
2191,gaussian_mixture,3,CNRE,150,1.0,3
2192,gaussian_mixture,3,CNRE,150,10.0,2
2193,gaussian_mixture,3,CNRE,150,10.0,3
2194,gaussian_mixture,3,CNRE,150,100.0,2
2195,gaussian_mixture,3,CNRE,150,100.0,3
2196,gaussian_mixture,3,CNRE,200,0.001,2
2197,gaussian_mixture,3,CNRE,200,0.001,3
2198,gaussian_mixture,3,CNRE,200,0.01,2
2199,gaussian_mixture,3,CNRE,200,0.01,3
2200,gaussian_mixture,3,CNRE,200,0.1,2
2201,gaussian_mixture,3,CNRE,200,0.1,3
2202,gaussian_mixture,3,CNRE,200,1.0,2
2203,gaussian_mixture,3,CNRE,200,1.0,3
2204,gaussian_mixture,3,CNRE,200,10.0,2
2205,gaussian_mixture,3,CNRE,200,10.0,3
2206,gaussian_mixture,3,CNRE,200,100.0,2
2207,gaussian_mixture,3,CNRE,200,100.0,3
2208,gaussian_mixture,4,CNRE,2,0.001,2
2209,gaussian_mixture,4,CNRE,2,0.001,3
2210,gaussian_mixture,4,CNRE,2,0.01,2
2211,gaussian_mixture,4,CNRE,2,0.01,3
2212,gaussian_mixture,4,CNRE,2,0.1,2
2213,gaussian_mixture,4,CNRE,2,0.1,3
2214,gaussian_mixture,4,CNRE,2,1.0,2
2215,gaussian_mixture,4,CNRE,2,1.0,3
2216,gaussian_mixture,4,CNRE,2,10.0,2
2217,gaussian_mixture,4,CNRE,2,10.0,3
2218,gaussian_mixture,4,CNRE,2,100.0,2
2219,gaussian_mixture,4,CNRE,2,100.0,3
2220,gaussian_mixture,4,CNRE,10,0.001,2
2221,gaussian_mixture,4,CNRE,10,0.001,3
2222,gaussian_mixture,4,CNRE,10,0.01,2
2223,gaussian_mixture,4,CNRE,10,0.01,3
2224,gaussian_mixture,4,CNRE,10,0.1,2
2225,gaussian_mixture,4,CNRE,10,0.1,3
2226,gaussian_mixture,4,CNRE,10,1.0,2
2227,gaussian_mixture,4,CNRE,10,1.0,3
2228,gaussian_mixture,4,CNRE,10,10.0,2
2229,gaussian_mixture,4,CNRE,10,10.0,3
2230,gaussian_mixture,4,CNRE,10,100.0,2
2231,gaussian_mixture,4,CNRE,10,100.0,3
2232,gaussian_mixture,4,CNRE,25,0.001,2
2233,gaussian_mixture,4,CNRE,25,0.001,3
2234,gaussian_mixture,4,CNRE,25,0.01,2
2235,gaussian_mixture,4,CNRE,25,0.01,3
2236,gaussian_mixture,4,CNRE,25,0.1,2
2237,gaussian_mixture,4,CNRE,25,0.1,3
2238,gaussian_mixture,4,CNRE,25,1.0,2
2239,gaussian_mixture,4,CNRE,25,1.0,3
2240,gaussian_mixture,4,CNRE,25,10.0,2
2241,gaussian_mixture,4,CNRE,25,10.0,3
2242,gaussian_mixture,4,CNRE,25,100.0,2
2243,gaussian_mixture,4,CNRE,25,100.0,3
2244,gaussian_mixture,4,CNRE,50,0.001,2
2245,gaussian_mixture,4,CNRE,50,0.001,3
2246,gaussian_mixture,4,CNRE,50,0.01,2
2247,gaussian_mixture,4,CNRE,50,0.01,3
2248,gaussian_mixture,4,CNRE,50,0.1,2
2249,gaussian_mixture,4,CNRE,50,0.1,3
2250,gaussian_mixture,4,CNRE,50,1.0,2
2251,gaussian_mixture,4,CNRE,50,1.0,3
2252,gaussian_mixture,4,CNRE,50,10.0,2
2253,gaussian_mixture,4,CNRE,50,10.0,3
2254,gaussian_mixture,4,CNRE,50,100.0,2
2255,gaussian_mixture,4,CNRE,50,100.0,3
2256,gaussian_mixture,4,CNRE,75,0.001,2
2257,gaussian_mixture,4,CNRE,75,0.001,3
2258,gaussian_mixture,4,CNRE,75,0.01,2
2259,gaussian_mixture,4,CNRE,75,0.01,3
2260,gaussian_mixture,4,CNRE,75,0.1,2
2261,gaussian_mixture,4,CNRE,75,0.1,3
2262,gaussian_mixture,4,CNRE,75,1.0,2
2263,gaussian_mixture,4,CNRE,75,1.0,3
2264,gaussian_mixture,4,CNRE,75,10.0,2
2265,gaussian_mixture,4,CNRE,75,10.0,3
2266,gaussian_mixture,4,CNRE,75,100.0,2
2267,gaussian_mixture,4,CNRE,75,100.0,3
2268,gaussian_mixture,4,CNRE,100,0.001,2
2269,gaussian_mixture,4,CNRE,100,0.001,3
2270,gaussian_mixture,4,CNRE,100,0.01,2
2271,gaussian_mixture,4,CNRE,100,0.01,3
2272,gaussian_mixture,4,CNRE,100,0.1,2
2273,gaussian_mixture,4,CNRE,100,0.1,3
2274,gaussian_mixture,4,CNRE,100,1.0,2
2275,gaussian_mixture,4,CNRE,100,1.0,3
2276,gaussian_mixture,4,CNRE,100,10.0,2
2277,gaussian_mixture,4,CNRE,100,10.0,3
2278,gaussian_mixture,4,CNRE,100,100.0,2
2279,gaussian_mixture,4,CNRE,100,100.0,3
2280,gaussian_mixture,4,CNRE,150,0.001,2
2281,gaussian_mixture,4,CNRE,150,0.001,3
2282,gaussian_mixture,4,CNRE,150,0.01,2
2283,gaussian_mixture,4,CNRE,150,0.01,3
2284,gaussian_mixture,4,CNRE,150,0.1,2
2285,gaussian_mixture,4,CNRE,150,0.1,3
2286,gaussian_mixture,4,CNRE,150,1.0,2
2287,gaussian_mixture,4,CNRE,150,1.0,3
2288,gaussian_mixture,4,CNRE,150,10.0,2
2289,gaussian_mixture,4,CNRE,150,10.0,3
2290,gaussian_mixture,4,CNRE,150,100.0,2
2291,gaussian_mixture,4,CNRE,150,100.0,3
2292,gaussian_mixture,4,CNRE,200,0.001,2
2293,gaussian_mixture,4,CNRE,200,0.001,3
2294,gaussian_mixture,4,CNRE,200,0.01,2
2295,gaussian_mixture,4,CNRE,200,0.01,3
2296,gaussian_mixture,4,CNRE,200,0.1,2
2297,gaussian_mixture,4,CNRE,200,0.1,3
2298,gaussian_mixture,4,CNRE,200,1.0,2
2299,gaussian_mixture,4,CNRE,200,1.0,3
2300,gaussian_mixture,4,CNRE,200,10.0,2
2301,gaussian_mixture,4,CNRE,200,10.0,3
2302,gaussian_mixture,4,CNRE,200,100.0,2
2303,gaussian_mixture,4,CNRE,200,100.0,3
2304,gaussian_mixture,5,CNRE,2,0.001,2
2305,gaussian_mixture,5,CNRE,2,0.001,3
2306,gaussian_mixture,5,CNRE,2,0.01,2
2307,gaussian_mixture,5,CNRE,2,0.01,3
2308,gaussian_mixture,5,CNRE,2,0.1,2
2309,gaussian_mixture,5,CNRE,2,0.1,3
2310,gaussian_mixture,5,CNRE,2,1.0,2
2311,gaussian_mixture,5,CNRE,2,1.0,3
2312,gaussian_mixture,5,CNRE,2,10.0,2
2313,gaussian_mixture,5,CNRE,2,10.0,3
2314,gaussian_mixture,5,CNRE,2,100.0,2
2315,gaussian_mixture,5,CNRE,2,100.0,3
2316,gaussian_mixture,5,CNRE,10,0.001,2
2317,gaussian_mixture,5,CNRE,10,0.001,3
2318,gaussian_mixture,5,CNRE,10,0.01,2
2319,gaussian_mixture,5,CNRE,10,0.01,3
2320,gaussian_mixture,5,CNRE,10,0.1,2
2321,gaussian_mixture,5,CNRE,10,0.1,3
2322,gaussian_mixture,5,CNRE,10,1.0,2
2323,gaussian_mixture,5,CNRE,10,1.0,3
2324,gaussian_mixture,5,CNRE,10,10.0,2
2325,gaussian_mixture,5,CNRE,10,10.0,3
2326,gaussian_mixture,5,CNRE,10,100.0,2
2327,gaussian_mixture,5,CNRE,10,100.0,3
2328,gaussian_mixture,5,CNRE,25,0.001,2
2329,gaussian_mixture,5,CNRE,25,0.001,3
2330,gaussian_mixture,5,CNRE,25,0.01,2
2331,gaussian_mixture,5,CNRE,25,0.01,3
2332,gaussian_mixture,5,CNRE,25,0.1,2
2333,gaussian_mixture,5,CNRE,25,0.1,3
2334,gaussian_mixture,5,CNRE,25,1.0,2
2335,gaussian_mixture,5,CNRE,25,1.0,3
2336,gaussian_mixture,5,CNRE,25,10.0,2
2337,gaussian_mixture,5,CNRE,25,10.0,3
2338,gaussian_mixture,5,CNRE,25,100.0,2
2339,gaussian_mixture,5,CNRE,25,100.0,3
2340,gaussian_mixture,5,CNRE,50,0.001,2
2341,gaussian_mixture,5,CNRE,50,0.001,3
2342,gaussian_mixture,5,CNRE,50,0.01,2
2343,gaussian_mixture,5,CNRE,50,0.01,3
2344,gaussian_mixture,5,CNRE,50,0.1,2
2345,gaussian_mixture,5,CNRE,50,0.1,3
2346,gaussian_mixture,5,CNRE,50,1.0,2
2347,gaussian_mixture,5,CNRE,50,1.0,3
2348,gaussian_mixture,5,CNRE,50,10.0,2
2349,gaussian_mixture,5,CNRE,50,10.0,3
2350,gaussian_mixture,5,CNRE,50,100.0,2
2351,gaussian_mixture,5,CNRE,50,100.0,3
2352,gaussian_mixture,5,CNRE,75,0.001,2
2353,gaussian_mixture,5,CNRE,75,0.001,3
2354,gaussian_mixture,5,CNRE,75,0.01,2
2355,gaussian_mixture,5,CNRE,75,0.01,3
2356,gaussian_mixture,5,CNRE,75,0.1,2
2357,gaussian_mixture,5,CNRE,75,0.1,3
2358,gaussian_mixture,5,CNRE,75,1.0,2
2359,gaussian_mixture,5,CNRE,75,1.0,3
2360,gaussian_mixture,5,CNRE,75,10.0,2
2361,gaussian_mixture,5,CNRE,75,10.0,3
2362,gaussian_mixture,5,CNRE,75,100.0,2
2363,gaussian_mixture,5,CNRE,75,100.0,3
2364,gaussian_mixture,5,CNRE,100,0.001,2
2365,gaussian_mixture,5,CNRE,100,0.001,3
2366,gaussian_mixture,5,CNRE,100,0.01,2
2367,gaussian_mixture,5,CNRE,100,0.01,3
2368,gaussian_mixture,5,CNRE,100,0.1,2
2369,gaussian_mixture,5,CNRE,100,0.1,3
2370,gaussian_mixture,5,CNRE,100,1.0,2
2371,gaussian_mixture,5,CNRE,100,1.0,3
2372,gaussian_mixture,5,CNRE,100,10.0,2
2373,gaussian_mixture,5,CNRE,100,10.0,3
2374,gaussian_mixture,5,CNRE,100,100.0,2
2375,gaussian_mixture,5,CNRE,100,100.0,3
2376,gaussian_mixture,5,CNRE,150,0.001,2
2377,gaussian_mixture,5,CNRE,150,0.001,3
2378,gaussian_mixture,5,CNRE,150,0.01,2
2379,gaussian_mixture,5,CNRE,150,0.01,3
2380,gaussian_mixture,5,CNRE,150,0.1,2
2381,gaussian_mixture,5,CNRE,150,0.1,3
2382,gaussian_mixture,5,CNRE,150,1.0,2
2383,gaussian_mixture,5,CNRE,150,1.0,3
2384,gaussian_mixture,5,CNRE,150,10.0,2
2385,gaussian_mixture,5,CNRE,150,10.0,3
2386,gaussian_mixture,5,CNRE,150,100.0,2
2387,gaussian_mixture,5,CNRE,150,100.0,3
2388,gaussian_mixture,5,CNRE,200,0.001,2
2389,gaussian_mixture,5,CNRE,200,0.001,3
2390,gaussian_mixture,5,CNRE,200,0.01,2
2391,gaussian_mixture,5,CNRE,200,0.01,3
2392,gaussian_mixture,5,CNRE,200,0.1,2
2393,gaussian_mixture,5,CNRE,200,0.1,3
2394,gaussian_mixture,5,CNRE,200,1.0,2
2395,gaussian_mixture,5,CNRE,200,1.0,3
2396,gaussian_mixture,5,CNRE,200,10.0,2
2397,gaussian_mixture,5,CNRE,200,10.0,3
2398,gaussian_mixture,5,CNRE,200,100.0,2
2399,gaussian_mixture,5,CNRE,200,100.0,3
2400,gaussian_mixture,6,CNRE,2,0.001,2
2401,gaussian_mixture,6,CNRE,2,0.001,3
2402,gaussian_mixture,6,CNRE,2,0.01,2
2403,gaussian_mixture,6,CNRE,2,0.01,3
2404,gaussian_mixture,6,CNRE,2,0.1,2
2405,gaussian_mixture,6,CNRE,2,0.1,3
2406,gaussian_mixture,6,CNRE,2,1.0,2
2407,gaussian_mixture,6,CNRE,2,1.0,3
2408,gaussian_mixture,6,CNRE,2,10.0,2
2409,gaussian_mixture,6,CNRE,2,10.0,3
2410,gaussian_mixture,6,CNRE,2,100.0,2
2411,gaussian_mixture,6,CNRE,2,100.0,3
2412,gaussian_mixture,6,CNRE,10,0.001,2
2413,gaussian_mixture,6,CNRE,10,0.001,3
2414,gaussian_mixture,6,CNRE,10,0.01,2
2415,gaussian_mixture,6,CNRE,10,0.01,3
2416,gaussian_mixture,6,CNRE,10,0.1,2
2417,gaussian_mixture,6,CNRE,10,0.1,3
2418,gaussian_mixture,6,CNRE,10,1.0,2
2419,gaussian_mixture,6,CNRE,10,1.0,3
2420,gaussian_mixture,6,CNRE,10,10.0,2
